date,bitcoin_var,dow_var,euro_stoxx50_var,nasdaq_var,nikkei_var,oro_var,petroleo_var,shangai_stock_exchange_var,sp_500_var
2019-05-28,-0.5,0.28,0.3,-1.5,0.06,-0.3,0.52,2.72,-0.37
2019-05-27,1.51,-0.47,0.37,-2.32,-1.03,0.03,-3.01,-0.68,-0.28
2019-05-26,7.51,4.0,0.04,1.36,0.86,0.7,-2.39,-1.33,-0.17
2019-05-25,0.72,-0.07,0.33,0.99,0.04,-0.46,0.9,-1.96,0.01
2019-05-24,1.5,-0.24,0.21,-0.37,-0.74,2.73,-0.07,-1.92,-0.44
2019-05-23,2.83,0.51,0.45,-0.26,0.56,0.15,0.01,0.0,0.57
2019-05-22,-3.72,-1.0,0.07,0.08,-0.12,0.23,-2.72,0.32,0.03
2019-05-21,-0.44,0.26,0.48,0.31,0.46,-1.35,1.57,-0.32,0.77
2019-05-20,-2.35,0.6,-0.08,1.52,0.51,0.37,-0.09,-0.95,0.62
2019-05-19,12.32,1.54,-0.59,0.48,-1.33,-0.09,2.8,0.0,-0.17
2019-05-18,-1.32,0.89,-1.3,0.36,-0.29,-0.31,1.57,1.29,-0.04
2019-05-17,-6.51,-0.1,-1.05,-0.68,-0.13,1.29,0.77,0.97,0.21
2019-05-16,-3.59,-0.38,0.06,0.13,0.43,-0.34,-0.98,2.67,0.24
2019-05-15,2.13,-0.32,-1.11,0.38,0.44,0.71,0.28,-0.33,0.33
2019-05-14,2.42,0.58,-0.73,0.64,1.85,-0.94,1.84,-0.33,0.79
2019-05-13,11.76,-0.73,0.25,-0.5,1.17,-0.5,-0.03,-0.33,-0.76
2019-12-05,-2.86,1.12,-0.24,0.61,-1.19,0.06,-0.45,-0.66,0.64
2019-11-05,12.59,-0.86,0.83,-0.13,0.66,0.24,1.82,0.33,-0.4
2019-10-05,3.14,-1.89,0.24,-0.75,1.21,-0.79,1.36,2.01,-0.71
2019-09-05,3.36,-0.18,-0.03,-0.15,1.12,0.23,-0.12,-1.32,-0.14
2019-08-05,2.41,2.01,0.25,-0.42,-0.78,0.45,0.58,0.0,-0.03
2019-07-05,1.82,0.96,0.53,1.53,-0.31,-0.21,-2.53,2.37,0.28
2019-06-05,-0.52,4.38,0.61,0.49,-0.12,0.36,1.62,1.03,0.35
2019-05-05,-0.96,-0.42,-0.14,-0.28,-2.21,-0.56,2.53,-0.34,0.46
2019-04-05,1.11,0.51,0.55,0.39,0.15,-0.23,-0.31,-1.01,0.49
2019-03-05,4.97,-1.07,-1.48,-0.01,-0.01,0.75,-0.03,0.34,-0.1
2019-02-05,2.04,0.66,-0.01,-1.2,-0.31,0.22,-1.38,-2.96,0.49
2019-01-05,1.19,-0.81,-0.48,-3.31,0.02,-0.04,-1.65,2.36,-0.58
2019-04-30,1.64,-0.84,-1.94,1.72,-0.79,-0.28,-0.36,-1.0,-0.66
2019-04-29,-1.27,0.05,0.02,-0.05,-0.78,0.24,0.29,-1.64,-0.3
2019-04-28,0.69,1.02,-0.31,-1.18,0.61,0.19,0.17,-0.97,0.91
2019-04-27,-0.61,-0.21,0.6,-0.29,1.24,5.3,-0.64,-1.6,0.48
2019-04-26,1.71,0.61,0.03,0.54,-1.77,0.12,1.06,0.32,0.18
2019-04-25,-3.81,-0.62,0.38,0.0,-0.75,-5.7,1.43,-0.95,-0.09
2019-04-24,-1.74,-0.45,-1.14,-0.62,0.5,0.13,-0.49,0.32,-0.4
2019-04-23,3.08,0.8,-0.46,1.21,-0.99,-0.56,0.22,-3.09,0.22
2019-04-22,1.97,0.66,0.38,0.6,0.38,-0.24,1.31,-0.31,0.4
2019-04-21,-0.88,-0.35,-0.42,0.84,0.33,-0.12,-0.04,0.31,-0.1
2019-04-20,0.94,-0.83,0.51,-0.28,0.48,0.23,0.76,-0.92,0.11
2019-04-19,-0.45,-0.89,1.18,2.18,-0.56,1.56,1.38,0.93,0.87
2019-04-18,1.08,-0.02,-0.43,0.68,0.87,-0.83,0.79,0.0,-0.71
2019-04-17,0.53,-0.54,0.85,-0.46,0.38,0.24,0.69,-1.22,0.35
2019-04-16,2.95,-0.56,-0.17,1.19,0.28,0.42,0.69,0.31,0.88
2019-04-15,-2.0,0.48,-0.33,-0.24,1.37,0.75,-3.03,-0.3,0.85
2019-04-14,1.64,0.03,-0.39,0.21,-0.14,0.01,-0.24,0.61,0.86
2019-04-13,-0.05,0.63,0.8,-1.67,0.83,-0.13,-0.64,0.93,-0.49
2019-12-04,0.63,0.1,0.24,0.44,-1.52,-1.27,1.23,-0.31,0.31
2019-11-04,-5.37,1.2,-0.16,-0.31,-0.55,0.14,-0.19,1.57,0.08
2019-10-04,2.89,-0.84,0.26,0.47,0.13,-1.58,-3.22,-2.15,0.62
2019-09-04,-1.65,-0.21,0.68,-0.58,0.06,-0.09,0.23,-0.31,-0.86
2019-08-04,1.38,0.97,-1.47,-0.24,-1.11,-0.08,0.76,0.0,0.22
2019-07-04,2.53,0.49,0.37,-1.85,-1.18,0.2,-0.68,0.31,-1.37
2019-06-04,0.72,0.93,0.35,-0.56,-0.18,0.05,1.92,-0.91,0.19
2019-05-04,2.2,1.21,0.22,0.26,0.31,-0.45,-1.6,-1.2,-0.63
2019-04-04,-1.33,0.29,0.85,-0.11,0.4,0.25,-1.95,-0.3,0.17
2019-03-04,2.25,1.15,0.17,-0.23,0.53,-0.6,2.1,0.3,-0.4
2019-02-04,17.23,-1.23,1.01,-0.75,-0.44,-0.44,-1.32,1.22,-0.21
2019-01-04,1.04,0.7,-0.69,0.16,-0.21,0.16,0.45,-0.6,-0.1
2019-03-31,-0.23,3.2,0.89,-0.57,0.47,-0.1,1.14,-1.19,0.25
2019-03-30,0.23,-0.61,-0.93,-0.01,1.16,-0.19,0.93,0.3,-0.4
2019-03-29,1.9,0.26,0.84,0.22,0.39,-0.39,-3.65,0.91,0.17
2019-03-28,-0.4,0.2,-0.01,-0.02,-0.44,0.45,1.44,-0.3,0.11
2019-03-27,2.51,-0.48,-2.1,-0.11,0.18,0.01,1.02,0.61,0.31
2019-03-26,0.15,0.61,1.12,0.38,-0.03,-0.46,1.0,0.0,-0.07
2019-03-25,-1.44,1.45,-1.05,1.68,-0.16,0.49,0.03,0.92,0.86
2019-03-24,-0.2,-0.24,0.13,0.2,0.18,-0.35,-4.15,1.55,0.07
2019-03-23,0.3,0.34,-0.9,1.11,0.66,0.03,0.97,-0.62,0.45
2019-03-22,0.21,0.02,-1.09,0.25,0.47,-0.97,-0.07,0.62,1.08
2019-03-21,-1.46,-0.54,-0.63,-1.69,-0.28,-0.11,-5.03,0.0,-0.69
2019-03-20,0.6,-0.35,1.37,1.34,0.86,-0.46,0.35,0.0,1.27
2019-03-19,0.67,-0.92,0.11,-0.63,-0.33,0.16,0.07,-1.23,-1.16
2019-03-18,0.22,0.52,-0.13,0.18,-0.13,-0.88,1.18,-0.61,-0.24
2019-03-17,-0.62,0.82,0.95,0.78,0.15,-0.29,-1.61,1.86,-0.2
2019-03-16,2.09,-0.41,-0.36,0.42,1.42,0.31,-0.01,0.31,0.32
2019-03-15,1.17,0.98,-0.03,0.33,0.06,-0.21,0.27,-1.23,-0.31
2019-03-14,0.36,-0.24,0.12,1.27,0.26,7.1,-0.28,0.93,0.74
2019-03-13,-0.54,-0.63,-0.37,-0.55,0.55,-6.27,0.95,0.62,-0.26
2019-12-03,0.41,-0.33,0.46,0.37,-0.12,0.94,0.95,-1.23,-0.09
2019-11-03,-1.15,-0.06,1.38,0.32,-0.49,-1.04,3.16,-1.82,0.41
2019-10-03,-0.74,-0.2,-1.0,-0.5,0.54,0.28,3.6,-0.9,-0.68
2019-09-03,2.03,-1.17,0.38,-0.15,0.51,-0.41,-0.73,-0.89,0.09
2019-08-03,-0.24,1.49,-1.56,0.19,-0.36,-0.33,4.64,0.3,0.17
2019-07-03,0.32,-0.65,-0.93,0.31,1.53,-0.71,-1.03,1.82,0.94
2019-06-03,0.15,-0.24,-0.18,1.96,0.13,-0.15,1.77,0.3,0.97
2019-05-03,3.8,0.26,-0.57,-0.34,-0.45,0.02,-1.18,0.0,-0.03
2019-04-03,-2.45,0.52,-1.27,1.09,-0.31,-0.31,1.21,-0.61,0.35
2019-03-03,-0.36,-0.2,0.41,1.96,1.4,-0.28,-2.74,-0.3,1.28
2019-02-03,0.03,0.45,-0.03,-2.16,0.61,-0.14,0.38,0.0,-0.23
2019-01-03,0.14,1.3,-0.51,-1.24,-1.34,0.13,0.42,1.22,-0.72
2019-02-28,0.05,-0.71,0.82,0.78,2.65,-2.23,0.39,-1.8,0.25
2019-02-27,0.11,0.89,-0.04,-0.54,0.72,0.51,0.55,0.6,-0.82
2019-02-26,-0.61,-0.56,-0.04,0.73,-4.51,0.12,-0.32,-0.9,0.11
2019-02-25,2.09,-0.58,0.01,0.42,0.99,-0.27,1.88,-2.91,1.04
2019-02-24,-8.86,-0.04,-0.12,1.79,-0.47,0.08,-1.21,-0.86,0.18
2019-02-23,3.91,1.04,-0.0,-0.81,-0.9,0.0,1.19,-0.29,-1.34
2019-02-22,0.73,-1.12,0.33,-0.54,-0.58,0.06,-1.61,0.29,0.01
2019-02-21,-0.9,1.69,-0.18,0.55,0.12,-0.04,-1.83,0.58,-0.85
2019-02-20,1.48,1.62,0.38,1.51,-0.87,0.36,-1.72,-0.86,-0.57
2019-02-19,0.47,-1.07,0.61,-0.29,0.66,-0.04,2.22,0.58,0.08
2019-02-18,6.33,1.14,-0.69,-0.09,1.65,-0.35,-0.48,-0.29,1.07
2019-02-17,1.31,0.19,0.5,0.06,0.47,-0.12,-0.46,-0.86,0.81
2019-02-16,0.34,-1.15,-0.01,-0.8,0.54,0.22,-0.77,0.29,-0.29
2019-02-15,0.34,-0.46,0.5,1.01,-0.77,7.41,-4.0,0.29,0.83
2019-02-14,-0.52,0.84,0.36,-0.23,1.79,-0.05,-1.57,0.87,-0.55
2019-02-13,-0.56,-0.21,0.58,0.77,-0.66,-7.48,-0.4,-0.58,1.67
2019-12-02,0.01,-0.61,-0.71,0.11,-2.5,-0.07,-0.15,1.17,0.33
2019-11-02,-1.28,-0.34,-0.06,-1.29,-1.56,1.08,1.35,0.0,-2.19
2019-10-02,0.48,0.32,0.54,0.1,-1.44,-0.21,-0.29,-0.87,0.69
2019-09-02,-0.01,-0.83,0.22,-0.5,1.07,0.07,0.0,0.58,1.16
2019-08-02,7.77,0.55,-0.12,1.31,1.19,-0.01,0.25,-1.15,1.26
2019-07-02,-0.2,-0.25,0.37,-0.8,0.72,0.09,0.49,-1.42,-2.23
2019-06-02,-1.85,0.9,1.07,3.27,-1.07,-0.15,0.37,0.57,1.38
2019-05-02,0.16,0.65,-0.2,1.92,0.21,0.17,-0.92,0.86,-0.29
2019-04-02,0.11,-1.64,0.12,-1.89,-1.01,-1.98,0.31,2.05,-1.73
2019-03-02,-1.24,-0.94,0.71,3.44,1.97,-0.18,3.01,0.59,2.72
2019-02-02,1.0,-1.62,-0.55,-1.58,1.19,-0.12,-2.36,1.5,-2.1
2019-01-02,0.9,0.72,0.7,-2.6,1.47,0.64,1.45,0.3,-2.52
2019-01-31,-0.66,0.0,0.2,0.07,-0.43,-0.06,1.89,-4.31,-0.18
2019-01-30,1.32,-0.52,-0.64,0.63,-0.65,-0.03,0.74,-2.25,0.15
2019-01-29,-0.81,0.71,2.68,-0.42,-2.32,-0.04,1.01,-1.93,-1.42
2019-01-28,-3.17,0.3,-0.2,-0.13,1.13,0.16,-1.93,-2.94,0.17
2019-01-27,-0.43,-0.65,-0.43,-0.34,0.16,0.51,0.69,0.81,-0.08
2019-01-26,-0.03,-0.26,0.91,-1.03,-4.73,-0.08,-0.13,0.27,-0.57
2019-01-25,-0.06,0.93,0.43,-0.75,-2.55,-0.89,0.21,0.0,-0.64
2019-01-24,0.36,-0.72,1.17,-0.74,-0.9,-0.32,0.52,0.82,-0.13
2019-01-23,-0.52,0.76,-0.59,1.97,1.68,0.39,-1.37,-1.08,1.74
2019-01-22,1.23,-0.32,-1.5,1.08,-0.83,-0.34,0.38,-1.59,0.45
2019-01-21,-0.16,0.52,-1.55,0.05,-1.43,-0.71,0.13,0.53,-0.05
2019-01-20,-3.68,0.15,-0.32,2.62,-0.01,0.64,-0.26,-0.53,0.26
2019-01-19,2.0,0.36,0.51,1.46,-0.16,-0.99,2.93,0.27,1.1
2019-01-18,-0.57,1.12,-1.24,1.24,-1.13,-0.73,0.45,1.08,0.51
2019-01-17,1.07,0.53,0.68,-1.42,-0.76,-0.32,-1.74,0.54,-1.33
2019-01-16,0.47,-0.81,0.68,-1.15,1.29,0.29,0.48,0.54,-1.11
2019-01-15,-1.84,0.88,-0.19,0.04,0.03,-0.09,0.37,0.82,-1.27
2019-01-14,4.24,-2.44,-0.94,1.47,0.19,0.19,2.0,0.0,1.18
2019-01-13,-2.98,0.36,0.26,2.92,-0.44,0.45,3.3,0.83,1.6
2019-12-01,-0.53,0.11,0.21,-1.16,-0.35,-1.27,2.19,0.0,0.1
2019-11-01,0.35,-0.39,1.06,0.41,1.0,1.0,-2.33,0.56,-0.55
2019-10-01,-9.41,-0.07,0.58,-0.28,0.26,0.41,0.27,-0.28,-0.58
2019-09-01,0.17,0.28,0.08,-1.69,-0.24,0.26,-0.22,0.56,0.04
2019-08-01,-0.37,0.11,0.92,0.78,-0.33,0.55,0.79,0.56,1.21
2019-07-01,-0.45,0.56,-2.19,1.61,-0.26,-0.81,-2.97,0.79,1.34
2019-06-01,5.78,-0.97,-1.16,1.21,0.57,0.22,0.87,0.25,0.26
2019-05-01,-0.46,-0.04,-0.55,1.91,0.89,-0.64,-1.33,0.43,1.39
2019-04-01,0.6,0.0,-0.15,1.2,3.26,1.39,-0.46,0.34,1.49
2019-03-01,-2.42,0.07,0.63,-2.67,-0.08,-0.2,-0.5,1.42,-3.75
2019-02-01,1.69,0.17,0.28,-0.58,-0.56,-1.31,2.46,0.29,-0.5
2019-01-01,2.69,0.51,0.05,0.32,0.08,-0.9,-1.33,0.58,1.74
2018-12-31,-2.77,0.28,-0.14,-3.57,-0.2,0.41,2.79,-1.64,-4.1
2018-12-30,2.92,1.18,0.8,-1.27,0.16,1.59,2.16,0.49,-2.12
2018-12-29,-4.01,-0.85,-0.55,0.57,0.16,0.39,-0.45,-0.23,-0.06
2018-12-28,7.66,1.13,1.1,-1.15,-0.11,0.73,1.88,-0.34,0.05
2018-12-27,-5.45,-0.46,0.59,0.26,0.1,-0.39,0.38,0.61,-1.09
2018-12-26,0.83,1.04,0.87,0.34,-0.15,0.38,0.41,0.0,-0.67
2018-12-25,-6.55,0.5,-0.81,0.22,1.55,-0.38,-1.06,1.17,1.18
2018-12-24,2.07,1.21,1.27,0.01,-0.62,-0.56,-1.1,0.0,0.06
2018-12-23,-0.5,0.45,-1.52,1.2,-0.28,-0.12,3.19,-1.04,-0.06
2018-12-22,2.95,2.21,-2.24,-0.52,-0.47,0.46,-1.68,-0.57,0.22
2018-12-21,-5.52,0.91,1.76,0.7,-0.32,-0.22,-2.32,0.67,0.81
2018-12-20,10.55,2.49,-2.41,0.3,0.56,0.3,0.05,-1.51,0.44
2018-12-19,0.52,0.17,-1.26,-0.78,1.39,-0.29,2.16,1.27,-0.16
2018-12-18,4.02,-1.31,-1.51,0.05,1.45,-0.56,0.43,0.67,0.94
2018-12-17,8.57,-1.57,-0.88,-1.24,-1.97,1.08,-1.05,-0.78,-0.35
2018-12-16,0.6,-0.34,0.07,1.21,-0.37,-0.26,-2.17,-1.08,0.67
2018-12-15,-0.59,0.63,-1.0,-0.95,-0.49,1.29,-1.41,1.1,0.7
2018-12-14,-2.04,1.86,-0.12,1.32,0.41,-0.93,0.57,0.43,-0.11
2018-12-13,-4.35,-2.94,0.48,0.26,0.57,-0.03,1.24,-0.35,0.13
2018-12-12,1.72,-3.1,-0.36,0.95,0.49,-0.94,1.77,-0.94,0.17
2018-11-12,-1.53,-3.93,-0.79,0.66,-0.04,0.29,-0.36,0.0,0.7
2018-10-12,-3.0,0.86,0.19,1.33,-0.24,-0.17,-0.77,-0.23,0.4
2018-09-12,4.0,-0.09,0.44,1.2,0.12,0.06,1.07,-0.71,0.64
2018-08-12,0.24,0.38,0.78,-0.12,0.48,0.15,0.06,0.0,0.83
2018-07-12,-2.46,0.26,0.23,0.21,0.7,5.98,0.55,-2.54,-0.52
2018-06-12,-6.97,1.42,-0.25,0.43,-0.6,-0.2,1.22,0.47,0.18
2018-05-12,-4.72,0.64,0.28,0.28,0.2,-7.04,2.38,1.38,0.08
2018-04-12,1.56,-0.52,-0.02,0.05,1.47,0.09,-0.17,0.14,-0.11
2018-03-12,-6.31,-1.06,0.48,0.92,-1.57,-0.1,0.15,1.31,-0.05
2018-02-12,-0.85,-1.29,-0.4,0.47,-0.0,1.97,-3.19,-2.96,0.2
2018-01-12,3.87,-0.39,-0.36,-1.39,-1.32,0.27,-1.04,-0.52,-0.08
2018-11-30,-5.98,-0.17,0.18,-1.12,-0.82,0.77,-2.52,-0.52,-0.32
2018-11-29,0.73,-0.04,0.24,-0.7,-0.2,-0.33,-1.18,0.19,0.54
2018-11-28,10.32,0.13,1.09,0.05,-0.1,0.29,-1.99,0.83,0.9
2018-11-27,0.77,0.88,1.68,-0.95,1.73,-1.03,-0.53,0.5,-0.41
2018-11-26,-5.54,1.76,0.56,-1.34,0.04,-0.52,1.65,0.0,-0.05
2018-11-25,3.62,1.28,-0.39,0.06,0.53,-0.12,0.36,0.84,0.15
2018-11-24,-10.86,0.43,-0.58,0.56,1.86,-0.73,-1.62,0.25,0.32
2018-11-23,0.96,-1.57,-0.73,1.27,-0.0,0.4,-0.88,0.0,0.55
2018-11-22,-6.09,0.37,-0.09,-0.68,-0.2,0.22,0.96,0.0,0.29
2018-11-21,2.52,-1.65,-0.49,-0.24,0.21,-0.35,-0.15,-0.28,-0.01
2018-11-20,-7.36,0.08,0.51,-0.53,1.24,-0.85,1.77,0.0,-0.37
2018-11-19,-13.69,1.07,-0.83,-0.42,0.15,-0.64,1.54,-0.28,-0.11
2018-11-18,0.65,1.75,-0.75,0.13,-0.45,0.47,0.19,0.84,-0.2
2018-11-17,-0.26,1.16,1.37,0.76,0.5,1.54,-0.91,0.23,0.82
2018-11-16,-1.45,-0.08,0.12,0.28,-0.19,0.32,-0.03,0.28,-0.04
2018-11-15,-2.11,-1.36,-0.71,1.44,1.3,0.26,0.38,0.57,0.98
2018-11-14,-9.13,-0.17,-0.52,-0.03,0.04,0.49,-1.54,0.0,-0.04
2018-11-13,-0.09,2.08,0.51,0.1,0.4,-0.84,0.7,-0.2,0.21
2018-12-11,-0.17,-1.92,-0.26,-0.09,0.13,0.2,-0.03,0.0,-0.08
2018-11-11,0.3,0.57,0.51,0.46,0.38,6.43,0.78,0.63,0.65
2018-10-11,0.24,-0.56,0.32,1.24,0.1,0.33,0.36,0.0,0.13
2018-09-11,-0.96,1.38,-0.25,-0.03,0.38,-6.19,0.97,0.0,-0.26
2018-08-11,-1.39,-0.63,-0.16,0.05,0.96,1.01,1.99,0.0,0.82
2018-07-11,0.96,0.61,1.38,-0.05,0.35,0.22,0.47,0.46,-0.55
2018-06-11,0.67,-1.05,-1.19,0.74,0.28,0.5,-0.92,0.2,-0.23
2018-05-11,-0.29,-0.73,-0.56,2.5,0.64,-0.43,0.62,0.0,0.1
2018-04-11,1.44,-1.67,0.18,-0.22,0.3,-0.06,2.09,0.96,-0.09
2018-03-11,-0.6,0.08,0.55,1.36,0.01,0.07,0.22,0.29,-0.38
2018-02-11,0.38,-1.52,-0.48,1.0,0.06,0.24,-0.3,0.0,0.14
2018-01-11,0.54,-0.34,0.26,0.07,1.05,0.28,0.97,-0.2,-0.02
2018-10-31,0.64,-0.13,0.26,-0.59,0.02,6.98,0.34,0.0,0.13
2018-10-30,-0.15,2.15,-0.47,-1.05,0.2,-5.98,-0.55,-0.29,0.31
2018-10-29,-2.33,-0.13,0.5,1.05,-0.03,0.91,2.36,0.0,0.02
2018-10-28,-0.12,1.21,0.39,-0.33,0.47,0.52,0.21,0.0,0.16
2018-10-27,-0.24,0.08,-0.49,0.35,-0.31,0.28,0.19,0.0,0.09
2018-10-26,0.05,-2.09,0.54,0.08,-0.33,7.09,0.46,-0.38,-0.32
2018-10-25,-0.36,0.97,-0.3,0.07,-0.15,-6.02,1.1,0.35,0.81
2018-10-24,0.03,0.32,-0.51,-0.21,0.65,0.63,0.52,0.0,0.13
2018-10-23,-0.41,0.02,-0.54,-1.38,-0.25,0.07,-0.24,-0.63,-0.47
2018-10-22,-0.41,0.29,-0.52,-0.05,0.18,0.42,0.46,0.0,0.16
2018-10-21,0.16,1.14,-1.16,0.78,0.05,-0.06,0.78,0.49,-0.4
2018-10-20,0.92,1.69,-0.1,-0.03,0.86,0.61,-0.95,0.0,0.51
2018-10-19,-0.94,-0.02,-0.64,-2.23,1.09,0.01,-1.47,0.0,0.03
2018-10-18,-1.68,0.65,-0.21,-0.15,0.52,0.64,1.1,-0.74,0.07
2018-10-17,-0.28,-0.96,0.03,0.81,-0.29,0.51,1.18,-0.26,0.07
2018-10-16,0.08,0.37,-0.23,-0.31,0.45,-0.37,1.3,0.26,0.18
2018-10-15,5.9,-0.65,0.64,-0.76,1.18,-0.1,-2.88,0.26,0.09
2018-10-14,0.08,-0.14,0.32,-0.95,0.57,-0.37,0.26,0.17,-0.17
2018-10-13,0.48,0.55,0.27,1.44,0.83,-0.98,-1.53,-0.29,0.18
2018-12-10,0.84,-1.2,0.41,0.08,-0.63,0.08,1.67,-0.26,0.23
2018-11-10,-5.72,0.7,1.27,0.81,0.2,-0.95,0.17,0.0,-0.18
2018-10-10,-0.49,-0.85,-0.53,-4.83,-0.14,-0.35,-1.19,0.98,-0.11
2018-09-10,-0.28,0.47,0.05,0.1,-0.63,0.41,-0.21,2.1,0.56
2018-08-10,0.89,0.27,0.1,-0.23,-0.48,-0.67,-1.42,-0.53,0.12
2018-07-10,0.22,-0.14,0.08,-0.05,-0.46,-0.91,0.98,0.24,0.22
2018-06-10,-0.65,-0.56,-0.49,0.28,0.23,0.02,0.62,0.38,0.39
2018-05-10,0.83,-0.23,0.33,-0.08,0.72,0.52,2.09,0.18,0.37
2018-04-10,1.17,0.51,0.04,0.65,0.74,6.19,1.32,0.36,0.12
2018-03-10,-0.64,1.46,0.05,1.0,-0.45,-6.16,-0.81,0.51,0.41
2018-02-10,-0.88,0.94,-0.03,-0.97,-0.18,0.85,2.56,-0.21,0.01
2018-01-10,-0.41,-0.18,-0.05,0.92,0.17,0.53,-0.34,0.33,-0.22
2018-09-30,0.47,-0.67,0.24,0.42,0.51,-1.48,-0.66,1.03,0.06
2018-09-29,-0.48,3.03,-0.32,-0.83,-0.42,1.37,-1.87,-1.75,-0.3
2018-09-28,-0.79,0.14,0.2,0.55,0.26,0.05,0.04,-0.38,0.06
2018-09-27,3.42,0.47,-0.28,1.64,-0.05,-0.4,-0.75,-0.24,0.11
2018-09-26,0.36,-1.87,0.52,0.45,-0.6,0.28,0.63,0.0,0.15
2018-09-25,-2.11,-1.05,-0.3,0.07,0.2,0.44,-0.68,0.53,0.18
2018-09-24,-1.79,1.39,0.08,-0.05,-1.18,-0.9,-0.26,-0.59,-0.11
2018-09-23,-0.38,-0.04,0.22,-0.39,-0.14,0.33,3.07,-0.85,0.08
2018-09-22,-0.55,-0.9,0.88,1.16,-0.12,0.62,2.02,0.0,0.34
2018-09-21,4.28,3.0,0.24,-0.24,1.11,-0.43,0.44,1.09,1.08
2018-09-20,1.55,-0.27,0.53,0.85,-0.1,0.95,-0.15,0.53,-0.15
2018-09-19,0.76,1.33,-0.04,-0.63,-0.88,-0.63,0.42,0.0,-0.02
2018-09-18,1.44,1.93,-0.1,-0.26,-0.05,0.06,0.46,0.0,0.31
2018-09-17,-3.82,0.45,0.05,-1.31,-1.29,0.51,2.39,0.0,-0.76
2018-09-16,-0.29,-1.9,0.4,-0.01,-0.3,-0.53,0.88,-0.62,0.2
2018-09-15,0.54,1.72,-0.16,0.4,-0.07,0.43,-0.55,0.44,0.57
2018-09-14,0.01,-1.03,0.13,-0.17,0.58,0.19,1.1,-0.47,0.46
2018-09-13,2.29,-0.88,0.32,-0.56,-0.38,-0.66,0.84,0.21,0.08
2018-12-09,0.7,2.48,-0.31,-0.16,-0.25,0.1,0.35,1.87,0.05
2018-11-09,-0.43,1.78,0.09,1.08,0.47,-0.2,-1.44,0.0,0.17
2018-10-09,1.32,2.7,0.3,-0.99,0.3,0.05,0.31,-0.54,-0.21
2018-09-09,0.88,-2.95,0.5,-0.98,-0.14,-0.71,0.02,0.72,-0.35
2018-08-09,-3.23,-0.94,1.38,1.53,-0.03,0.49,0.82,1.25,0.99
2018-07-09,-1.89,0.8,0.0,0.51,-0.6,-0.23,1.68,-0.27,0.12
2018-06-09,-2.87,-0.99,0.4,-1.8,0.15,-1.25,-1.36,0.49,-0.18
2018-05-09,-9.09,-1.48,0.38,-1.09,0.48,-0.05,0.75,0.25,-1.54
2018-04-09,1.56,1.39,-0.27,0.16,-0.1,0.59,2.7,0.0,0.14
2018-03-09,-0.41,3.8,-0.4,0.26,0.03,0.57,0.59,0.25,-0.05
2018-02-09,1.45,5.75,0.65,1.72,-0.65,-0.36,-2.95,1.12,1.0
2018-01-09,2.21,1.38,0.52,-0.55,-0.22,0.66,1.62,-0.74,0.13
2018-08-31,0.57,1.08,0.46,-0.43,0.62,0.77,-0.87,-0.31,-1.45
2018-08-30,-0.5,0.34,-0.96,1.33,0.1,0.13,-0.32,0.0,-0.04
2018-08-29,-0.64,-2.47,-0.51,0.32,-0.32,-0.2,-2.11,0.59,-0.24
2018-08-28,2.57,0.66,-0.18,-0.13,-0.28,0.16,0.21,-0.52,0.16
2018-08-27,2.75,-2.41,0.18,0.03,0.09,-0.1,-1.11,0.31,0.19
2018-08-26,-0.33,2.9,-0.49,0.56,0.01,-0.55,0.5,0.9,-0.22
2018-08-25,0.81,1.65,0.94,-0.15,-0.48,-0.27,-0.65,0.38,0.05
2018-08-24,2.44,-1.78,-0.65,0.55,0.57,0.04,3.08,0.47,0.24
2018-08-23,2.54,-2.07,-0.46,0.0,0.76,-0.98,0.22,0.89,-0.07
2018-08-22,-1.89,-2.89,-0.65,0.05,-0.32,-0.68,0.28,-0.22,-0.13
2018-08-21,3.41,1.4,0.65,-0.16,-0.44,1.03,1.88,0.99,-0.1
2018-08-20,-3.29,-2.59,0.33,2.35,0.25,0.2,-0.86,0.0,0.03
2018-08-19,1.61,-1.34,1.3,0.14,-0.12,-1.56,0.04,-0.41,0.29
2018-08-18,-3.08,-1.9,-0.79,-0.14,0.06,0.41,0.0,-1.01,-0.11
2018-08-17,4.36,-0.77,-1.01,1.0,0.05,0.17,1.2,0.22,-0.04
2018-08-16,0.8,-3.76,-1.34,0.29,-0.92,-1.06,2.22,-0.35,-0.02
2018-08-15,1.08,-2.2,0.28,0.15,0.45,-0.29,0.33,0.6,0.54
2018-08-14,-1.04,-0.76,-0.05,0.29,-0.47,0.18,1.24,0.77,0.06
2018-08-13,-0.91,-3.01,1.18,0.61,0.36,-0.36,-3.28,0.97,-0.01
2018-12-08,1.31,-0.35,0.2,-0.67,0.18,-0.16,-0.14,0.45,0.47
2018-11-08,1.29,-2.14,-0.52,0.29,-0.07,-1.07,1.03,-0.74,0.19
2018-10-08,-5.91,1.07,0.81,0.18,0.11,0.09,2.64,-0.48,0.73
2018-09-08,4.06,-0.15,-0.53,-0.2,-0.14,0.86,0.19,0.48,-0.08
2018-08-08,-6.56,-0.42,-0.73,-0.4,-0.45,-0.38,0.06,0.26,0.09
2018-07-08,-3.15,2.0,0.06,0.52,0.81,5.46,0.13,0.0,0.64
2018-06-08,-1.19,1.04,0.51,-0.59,0.51,-0.23,2.76,2.27,-0.94
