date,bitcoin_var,dow_var,euro_stoxx50_var,nasdaq_var,nikkei_var,oro_var,petroleo_var,shangai_stock_exchange_var,sp_500_var
2020-03-18,1.91,0.34,-0.34,0.61,0.55,-1.49,0.69,0.85,0.27
2020-03-17,4.59,2.8,0.42,1.52,0.34,-0.44,0.42,0.28,0.07
2020-03-16,-6.27,0.15,-0.08,-0.16,0.25,0.19,-1.38,0.0,-0.12
2020-03-15,3.54,0.06,-0.19,-0.66,0.18,-0.42,2.57,-0.56,0.37
2020-03-14,-7.19,3.56,0.49,-0.54,-0.09,0.03,3.44,0.28,0.97
2020-03-13,15.71,3.6,0.33,-0.29,1.2,-0.7,-3.23,0.0,-0.3
2020-12-03,-39.18,-1.06,0.31,1.44,1.87,-0.02,-1.16,-1.4,0.33
2020-11-03,0.56,-0.89,1.14,-0.09,1.15,0.16,1.67,0.0,-0.08
2020-10-03,-0.53,0.55,0.54,0.3,0.45,0.22,-0.61,-0.28,0.56
2020-09-03,-1.26,1.45,-0.44,-2.53,-0.61,-0.33,0.56,-0.28,0.41
2020-08-03,-9.61,2.04,-0.05,-0.32,0.99,0.68,-0.11,0.84,0.19
2020-07-03,-2.7,4.74,-0.1,3.53,-0.16,0.65,-0.66,1.13,0.28
2020-06-03,0.82,0.88,0.03,-0.31,0.32,-0.26,0.16,0.57,-0.36
2020-05-03,3.45,-0.64,0.09,-0.47,-2.01,-0.55,1.42,0.29,0.69
2020-04-03,-0.04,-1.75,0.4,0.29,-0.49,-0.09,-1.54,0.57,-0.39
2020-03-03,-1.61,0.31,0.06,0.28,0.59,-1.72,1.22,-1.14,0.28
2020-02-03,4.27,1.46,0.13,0.14,-0.56,0.62,0.6,0.28,-0.2
2020-01-03,-0.04,-0.17,0.58,-0.44,-0.77,-1.76,3.73,-0.57,1.0
2020-02-29,-1.77,0.81,-0.26,-0.97,0.13,0.02,-1.6,-0.56,-0.14
2020-02-28,-1.37,-0.66,-0.3,0.76,-0.36,-0.17,-0.86,0.28,1.09
2020-02-27,0.21,4.92,0.02,1.26,0.09,1.15,-0.48,-1.39,0.64
2020-02-26,-5.55,2.07,1.19,0.26,0.16,0.39,-1.5,0.28,0.91
2020-02-25,-3.57,0.36,-0.38,-1.95,0.38,-0.34,0.76,0.28,-1.56
2020-02-24,-2.82,-2.92,2.17,-0.22,-0.18,-0.61,0.46,0.56,-0.45
2020-02-23,2.97,-0.37,0.92,2.15,0.06,0.08,3.34,-1.66,1.42
2020-02-22,-0.3,0.07,0.85,1.46,1.05,0.59,1.59,-0.28,0.8
2020-02-21,0.85,0.85,-1.11,-2.89,0.75,0.55,-0.87,0.84,-1.79
2020-02-20,-0.07,-2.26,0.71,-0.76,0.96,-0.05,-0.28,-0.28,-1.23
2020-02-19,-5.4,-3.53,0.86,-0.73,0.35,-0.37,1.07,-0.28,0.5
2020-02-18,4.71,1.23,0.12,-1.71,0.56,-0.31,1.04,0.28,-0.53
2020-02-17,-2.32,-0.34,-2.98,-0.91,0.54,0.29,-1.46,0.84,-0.24
2020-02-16,0.25,-0.94,-1.43,1.37,2.12,0.68,-2.03,0.85,0.62
2020-02-15,-4.12,2.32,0.66,1.12,0.12,-0.92,2.15,1.14,-0.84
2020-02-14,0.96,-2.73,0.39,-0.43,0.02,0.61,1.83,0.0,-0.01
2020-02-13,-0.8,-0.62,0.55,-0.98,-0.41,-0.78,-0.08,0.86,-0.49
2020-12-02,0.86,1.2,-0.54,-0.92,1.19,-0.74,-0.23,0.29,0.0
2020-11-02,3.81,0.27,-0.14,-0.11,-0.09,0.6,-0.11,-0.29,0.03
2020-10-02,-2.93,-1.02,-0.96,3.48,0.11,-0.04,0.69,-0.57,0.26
2020-09-02,2.59,-2.06,0.53,-0.24,0.96,-0.53,-0.36,1.16,-0.31
2020-08-02,0.78,1.68,0.7,0.53,-2.17,-0.04,-1.83,-1.43,-0.07
2020-07-02,0.48,2.62,0.19,0.84,0.4,0.29,-0.83,0.86,0.29
2020-06-02,1.67,0.19,0.08,0.03,0.05,1.24,-3.29,0.29,0.72
2020-05-02,4.54,1.21,-0.89,-4.56,-0.28,1.05,-0.89,0.0,0.03
2020-04-02,-1.1,4.21,0.32,-1.36,0.55,-2.2,-0.14,-0.29,-0.01
2020-03-02,-0.41,2.8,0.63,2.2,0.71,-0.58,-1.4,2.06,0.09
2020-02-02,-0.5,-0.28,0.51,2.11,0.06,0.19,-2.3,0.59,1.3
2020-01-02,0.35,1.93,0.11,0.38,-1.21,-1.79,0.95,0.0,1.08
2020-01-31,-1.66,1.77,-0.0,-0.31,0.98,0.54,-0.07,0.3,-0.69
2020-01-30,2.24,-1.95,0.3,0.07,-1.11,1.05,0.03,-0.88,0.06
2020-01-29,-0.84,0.61,0.98,1.26,0.44,0.58,-2.07,1.8,1.27
2020-01-28,5.76,-0.35,0.88,0.26,0.37,-0.63,-5.66,-0.6,0.65
2020-01-27,3.01,3.28,-0.34,-0.41,-0.33,0.13,14.68,1.2,-0.32
2020-01-26,3.19,0.86,0.17,1.18,-0.65,0.12,-0.44,-0.3,1.1
2020-01-25,-1.17,0.27,0.45,-2.61,-1.74,0.76,-1.18,-1.19,-2.59
2020-01-24,0.41,-3.19,1.37,0.82,-2.11,-0.46,-2.87,-2.03,-0.05
2020-01-23,-3.15,-2.84,-0.15,0.41,0.09,0.35,-0.78,-1.15,0.82
2020-01-22,-0.62,0.28,0.65,-0.51,-0.86,0.28,2.35,-1.14,-0.79
2020-01-21,1.05,-5.35,0.44,1.94,0.43,-0.75,0.39,-0.56,1.21
2020-01-20,-0.74,2.45,-1.17,0.57,-0.19,-0.24,0.07,0.28,1.44
2020-01-19,-2.36,2.6,-0.63,1.74,-0.45,-0.62,4.3,-0.28,0.25
2020-01-18,0.04,-1.59,1.33,-2.67,0.22,-2.17,-1.32,0.28,-2.93
2020-01-17,2.13,-5.91,-0.56,1.4,0.41,0.27,-0.26,0.86,1.48
2020-01-16,-1.04,2.54,1.2,-1.99,0.95,3.13,-0.54,0.86,-1.2
2020-01-15,-0.12,-2.04,1.41,0.28,-0.23,-0.19,-2.84,0.29,-0.66
2020-01-14,8.85,-0.32,-0.18,2.23,2.0,-1.23,1.67,-0.86,1.88
2020-01-13,-0.93,4.23,-2.04,0.28,-1.97,-0.43,1.55,0.87,0.08
2020-12-01,2.04,1.04,0.92,1.58,-0.31,-0.72,2.4,-0.29,1.3
2020-11-01,-1.99,-0.76,-0.22,-3.67,-0.69,-0.17,-0.98,-0.29,-2.98
2020-10-01,4.4,-1.82,-1.23,0.31,0.2,0.95,-2.13,-0.29,-0.73
2020-09-01,-2.7,-2.67,1.98,1.33,0.51,-0.03,-0.59,0.0,-0.9
2020-08-01,-1.18,-3.28,0.56,-0.44,-0.15,1.9,-1.17,0.87,-1.09
2020-07-01,5.11,0.08,-0.58,0.13,0.14,-0.46,0.23,0.0,-0.26
2020-06-01,5.24,0.73,-1.93,-1.42,-0.98,0.01,2.44,0.0,-0.16
2020-05-01,-0.06,-2.16,-3.26,0.46,0.2,0.27,0.73,-0.29,0.74
2020-04-01,0.46,-3.27,0.67,-0.62,0.3,-0.77,-1.38,-2.25,-0.53
2020-03-01,5.4,-3.83,0.12,-2.62,-0.53,-0.48,-3.27,0.28,0.47
2020-02-01,-3.23,0.32,-1.72,-0.9,0.11,0.17,3.95,-0.56,0.68
2020-01-01,0.05,3.42,-0.03,0.05,2.13,0.86,0.79,-0.84,0.28
2019-12-31,-0.9,-1.24,0.41,-1.37,-0.29,-0.15,3.73,-0.28,-0.62
2019-12-30,-1.84,-0.44,-0.64,0.49,1.19,0.55,2.84,2.27,0.36
2019-12-29,1.04,0.29,0.0,-0.63,-0.51,-0.03,-4.74,0.0,-0.65
2019-12-28,0.82,-1.38,1.23,-0.89,-0.43,-0.62,-1.94,0.86,-0.34
2019-12-27,0.7,2.73,0.28,-0.06,0.13,2.31,-1.74,0.0,0.02
2019-12-26,-0.19,2.45,-0.08,0.26,-0.95,0.47,3.17,-1.13,0.46
2019-12-25,-0.6,4.04,-0.54,0.96,0.6,1.16,-7.9,0.28,0.23
2019-12-24,-0.74,0.48,-0.56,1.39,1.72,1.63,0.91,0.28,0.45
2019-12-23,-2.31,-0.67,0.55,0.76,-0.72,-0.33,2.07,2.93,0.12
2019-12-22,4.74,-1.34,0.13,-0.21,0.03,-0.27,1.19,1.79,-0.48
2019-12-21,-0.56,-1.6,0.03,-0.36,0.4,0.59,0.32,0.3,-0.18
2019-12-20,0.43,-0.04,-0.14,1.77,-0.46,0.09,0.25,0.0,0.77
2019-12-19,-1.52,-0.14,-0.23,2.58,-0.35,0.41,-1.57,-0.6,0.29
2019-12-18,10.02,-1.52,-0.4,1.02,0.33,-0.58,0.98,0.0,0.77
2019-12-17,-4.2,1.72,-0.12,0.0,1.2,0.14,1.06,-0.59,0.58
2019-12-16,-3.16,-3.14,-0.46,1.65,0.53,-0.35,0.6,3.05,0.38
2019-12-15,0.67,0.91,0.1,-3.46,-0.01,0.03,-2.61,0.92,-0.12
2019-12-14,-2.4,1.53,0.93,1.17,1.8,-0.12,-1.46,-0.61,-0.95
2019-12-13,0.65,0.22,0.3,-1.44,-0.01,0.32,-3.29,0.0,-0.17
2019-12-12,0.0,2.52,0.69,0.56,-0.92,0.85,-1.05,-0.91,-0.13
2019-11-12,-0.38,-1.16,0.91,1.27,-1.63,-0.14,0.02,0.0,0.95
2019-10-12,-1.63,0.89,-0.02,0.63,-0.29,0.1,-0.38,-0.3,0.3
2019-09-12,-2.24,-2.24,-0.04,0.78,-1.21,0.39,4.5,-0.3,0.97
2019-08-12,0.18,0.53,-0.32,-0.56,0.37,-0.36,0.29,0.61,0.09
2019-07-12,-0.26,-3.52,-0.33,0.28,0.31,0.85,0.26,0.61,-0.16
2019-06-12,1.78,-3.27,-0.03,-0.01,-0.16,0.07,1.25,0.92,0.41
2019-05-12,2.7,0.74,0.39,0.2,-0.62,0.05,-0.94,0.0,-0.2
2019-04-12,-1.2,0.86,0.05,-1.46,0.05,0.92,1.94,-0.91,-0.03
2019-03-12,-0.09,0.81,2.06,0.53,-0.14,-2.23,-4.81,-0.3,0.47
2019-02-12,-1.33,0.62,0.12,0.28,0.24,0.91,1.06,0.61,1.05
2019-01-12,-1.99,0.47,-0.33,-0.3,0.89,1.35,-1.62,-0.61,0.61
2019-11-30,-2.53,1.43,0.11,3.69,-0.59,-1.6,0.08,-2.08,0.82
2019-11-29,4.26,0.82,-0.43,2.26,0.58,0.16,2.68,0.6,2.14
2019-11-28,-1.12,4.11,0.43,0.08,-0.59,-0.23,-0.12,2.14,-0.28
2019-11-27,4.86,2.57,0.24,-0.01,-0.72,-0.24,0.82,-0.91,-1.32
2019-11-26,0.66,-3.53,1.2,0.34,-0.27,0.03,1.38,-1.49,0.21
2019-11-25,2.76,-0.49,-0.05,0.41,-0.93,1.27,5.38,3.08,-0.69
2019-11-24,-5.45,0.31,0.19,-0.07,-1.46,0.23,-0.26,-1.52,-0.84
2019-11-23,0.71,-1.3,1.01,0.01,-1.51,3.25,3.79,-1.79,0.14
2019-11-22,-4.66,1.01,0.6,-0.38,-0.22,-0.22,-1.1,0.9,-1.19
2019-11-21,-5.82,-2.99,-1.14,-1.01,0.48,0.57,0.44,-5.4,-0.28
2019-11-20,-0.57,-0.83,0.62,1.13,-0.27,-0.14,2.23,0.0,0.85
2019-11-19,-0.76,1.1,-1.52,-0.04,0.19,0.06,-4.0,0.86,-0.67
2019-11-18,-3.54,-1.42,-0.45,-0.69,0.08,0.5,0.02,-1.41,-0.58
2019-11-17,0.15,-4.11,0.4,0.19,0.5,0.35,-1.35,-1.67,0.89
2019-11-16,0.25,0.06,0.71,-0.45,-0.84,0.15,2.66,0.0,0.58
2019-11-15,-2.13,0.9,-1.76,0.3,0.25,-1.09,1.76,0.0,0.8
2019-11-14,-1.39,3.0,0.01,-1.74,0.24,0.25,-3.37,-2.17,-2.41
2019-11-13,-0.33,-3.99,0.5,1.48,1.37,0.61,0.43,1.1,0.37
2019-12-11,0.87,0.26,-1.63,0.19,0.73,0.27,-0.47,-0.55,-0.3
2019-11-11,-3.32,0.86,-0.38,0.1,0.11,0.09,-5.46,0.0,-0.16
2019-10-11,2.64,-0.89,1.56,-1.97,-0.53,1.16,-3.77,2.81,-1.65
2019-09-11,0.3,-0.95,0.64,0.66,0.19,1.25,-0.56,-0.28,-0.45
2019-08-11,-4.83,0.3,1.31,-0.15,-0.21,0.48,-0.03,-0.28,0.96
2019-07-11,-1.24,1.14,-1.2,-0.06,0.38,0.24,0.66,-1.65,-0.21
2019-06-11,0.3,-6.11,0.31,0.13,0.05,2.98,0.24,0.28,-0.75
2019-05-11,-0.91,-1.06,-1.95,0.82,0.97,0.06,1.24,0.28,0.1
2019-04-11,2.15,2.22,0.47,1.77,-0.02,-3.45,-5.71,-0.55,0.11
2019-03-11,-1.1,0.45,-1.78,0.47,1.43,-0.13,-2.49,1.11,0.47
2019-02-11,0.76,-0.14,-1.13,0.29,0.82,0.79,-0.17,1.69,-0.04
2019-01-11,0.85,-1.16,0.39,-0.52,-1.61,0.09,0.54,0.0,-0.22
2019-10-31,-0.06,-2.88,-0.73,-0.09,-0.23,-0.31,-0.17,2.31,0.88
2019-10-30,-2.69,-0.43,0.0,-0.29,2.15,0.13,1.37,3.9,0.1
2019-10-29,2.22,0.21,0.36,-0.23,-3.01,-0.8,0.39,-0.3,0.16
2019-10-28,-3.38,-0.94,0.04,0.5,0.09,-0.85,1.21,0.91,-0.23
2019-10-27,3.24,-0.31,0.24,1.45,0.2,0.08,-1.01,-0.9,0.05
2019-10-26,6.61,1.25,-0.31,0.76,-0.08,-0.5,-0.06,-2.34,-0.06
2019-10-25,16.65,-0.89,-0.03,0.88,0.62,0.97,-0.68,-0.29,0.66
2019-10-24,-0.73,6.21,0.13,-0.54,0.77,0.16,1.17,0.0,0.0
2019-10-23,-6.9,-1.47,0.62,-0.23,-0.02,0.28,-1.37,0.29,0.35
2019-10-22,-2.15,-1.0,0.41,-1.19,-0.99,-0.33,0.5,-0.58,-0.61
2019-10-21,-0.18,-1.54,0.37,0.19,1.79,0.13,0.21,2.69,0.1
2019-10-20,3.34,-0.16,0.08,-0.66,0.47,0.17,-2.81,0.9,0.46
2019-10-19,0.11,-4.14,0.36,-0.13,-2.01,0.72,-0.49,-0.6,0.21
2019-10-18,-1.55,4.98,0.31,0.33,-0.65,-0.9,0.65,-0.3,0.21
2019-10-17,0.91,1.12,0.22,0.69,-0.6,-0.11,0.32,0.6,0.0
2019-10-16,-2.04,5.14,-0.61,1.04,-0.44,0.31,-2.93,1.22,1.16
2019-10-15,-2.23,3.62,-0.27,0.86,1.02,-0.57,-1.03,-3.8,0.67
2019-10-14,0.87,1.53,0.16,0.74,1.02,0.68,-0.62,-0.87,0.36
2019-10-13,-0.28,1.5,0.19,0.33,-0.79,0.02,0.91,0.88,-0.46
2019-12-10,0.44,2.56,1.17,1.07,0.5,0.46,2.66,0.0,0.72
2019-11-10,-3.44,-0.61,0.3,1.22,-0.37,-0.35,0.38,0.59,-0.08
2019-10-10,-0.05,1.13,1.0,-0.55,0.48,3.96,-0.45,2.41,-1.9
2019-09-10,4.69,-0.78,0.95,1.19,-0.18,-3.69,1.03,-0.6,1.09
2019-08-10,-0.19,-1.65,-0.05,-0.93,0.15,-0.05,-0.77,0.0,-0.29
2019-07-10,4.02,-25.28,0.08,-0.12,0.6,-0.04,0.49,-2.62,-0.01
2019-06-10,-3.02,2.7,0.58,0.83,0.1,-1.07,-1.59,7.52,0.37
2019-05-10,-0.25,1.06,-0.16,-0.52,1.82,-0.29,0.98,2.57,0.5
2019-04-10,-0.96,-0.7,-1.83,-1.25,-1.13,0.22,-0.65,-0.32,-0.09
2019-03-10,-1.64,0.2,-0.15,1.47,-0.02,-1.5,2.09,0.32,0.69
2019-02-10,0.74,0.3,-1.07,-0.24,1.34,0.4,1.58,0.0,0.3
2019-01-10,0.22,-0.36,0.62,0.7,2.61,0.48,-0.58,2.64,1.47
2019-09-30,2.92,-0.31,0.05,-2.94,-2.01,0.5,-0.19,-1.62,-0.21
2019-09-29,-1.94,1.44,1.32,-1.94,-0.59,0.13,1.61,-0.32,-0.81
2019-09-28,0.29,0.73,0.56,-1.21,0.14,-0.04,2.41,1.98,-0.65
2019-09-27,1.5,0.35,0.59,-1.56,-0.19,0.01,1.42,0.66,-0.11
2019-09-26,-4.37,-1.19,-0.01,-2.0,0.46,0.09,-0.19,1.01,-0.39
2019-09-25,-0.96,0.42,0.63,0.46,0.07,-0.25,-0.88,1.36,0.69
2019-09-24,-12.25,0.41,-0.76,0.85,1.06,0.27,1.9,1.03,-0.28
2019-09-23,-3.28,0.24,-0.48,-0.33,-0.52,-1.57,-0.37,-0.68,-0.05
2019-09-22,0.39,0.24,-0.08,1.07,0.08,-0.4,-1.57,0.34,-0.08
2019-09-21,-1.77,-0.61,0.3,1.24,-0.6,-0.64,0.25,0.0,0.12
2019-09-20,-0.76,0.14,0.15,1.1,0.97,0.64,1.36,0.69,0.64
2019-09-19,0.84,-0.74,0.42,-0.01,-0.09,0.35,-0.1,0.69,-0.35
2019-09-18,-0.3,-0.36,0.47,0.3,-0.14,0.37,0.97,0.0,0.18
2019-09-17,-0.58,1.07,-0.2,0.07,-0.47,-0.38,-0.15,-1.37,0.15
2019-09-16,-0.54,-1.35,0.28,0.69,0.26,0.39,0.6,0.34,1.09
2019-09-15,-0.25,-0.6,0.29,-0.94,1.29,-0.09,2.44,2.11,-0.27
2019-09-14,-0.05,0.7,0.21,0.48,-0.2,0.57,0.14,-0.7,0.3
2019-09-13,-0.7,-2.19,0.13,1.0,-0.55,-1.11,1.28,0.0,1.29
2019-12-09,2.49,-0.64,0.62,-0.41,0.96,0.85,-1.04,2.14,0.07
2019-11-09,0.57,-0.48,-0.17,0.28,0.97,0.49,0.78,-1.06,0.07
2019-10-09,-1.98,-0.64,0.11,-0.13,-1.29,-0.63,-0.6,0.71,-0.94
2019-09-09,-0.9,0.95,1.84,0.14,1.1,1.01,-0.05,-0.35,-0.22
2019-08-09,-0.56,0.12,-0.62,-0.17,0.82,-0.12,1.42,1.07,0.47
2019-07-09,1.47,-0.38,0.36,-0.48,2.44,0.22,-2.48,-0.36,0.68
2019-06-09,-2.44,-0.57,0.79,-0.75,-2.26,-0.21,0.49,0.36,0.09
2019-05-09,-0.01,1.55,0.96,1.56,-0.31,-0.88,2.59,2.56,0.86
2019-04-09,-0.42,-0.56,-0.48,1.03,3.88,-1.24,0.04,0.0,1.55
2019-03-09,2.55,-0.18,-1.93,-0.3,0.89,-0.38,-3.11,-1.44,-0.15
2019-02-09,6.37,0.96,-0.07,0.44,-5.01,-0.53,0.53,0.73,-0.78
2019-01-09,1.41,-1.01,1.57,0.82,-1.11,-0.08,0.07,-0.36,0.85
2019-08-31,0.09,2.68,-0.19,0.31,-2.84,-0.25,1.48,-0.36,0.14
2019-08-30,0.99,0.05,0.37,1.59,-0.6,0.38,-0.32,-0.72,0.22
2019-08-29,-2.45,0.99,-0.07,0.31,-1.82,-1.39,-0.11,0.36,-1.42
2019-08-28,-4.47,0.52,0.26,0.85,0.62,0.2,1.33,-1.07,1.32
2019-08-27,-1.8,0.22,0.51,-0.63,-2.02,5.59,2.17,-1.06,0.76
2019-08-26,2.32,-0.81,-0.82,2.37,0.99,0.4,0.95,-1.05,0.22
2019-08-25,0.05,1.38,1.18,0.63,2.15,-4.12,1.51,-1.37,1.07
2019-08-24,-2.48,0.57,0.46,-0.21,-0.34,0.58,1.32,0.34,-0.53
2019-08-23,2.81,-0.85,-0.02,0.19,-2.12,-0.1,-0.59,-1.36,-0.01
2019-08-22,-0.36,0.25,-0.39,0.73,0.82,0.1,0.15,1.38,0.45
2019-08-21,-5.68,-0.76,-0.31,0.49,-1.91,0.15,-2.54,0.35,0.41
2019-08-20,-1.45,0.16,2.14,-0.29,-0.53,-0.48,0.65,0.0,0.97
2019-08-19,5.8,-0.56,-0.26,-2.61,-2.39,0.31,-1.65,-0.69,0.7
2019-08-18,0.93,0.24,0.3,3.97,1.0,-0.01,-1.27,0.0,3.43
2019-08-17,-1.14,-2.18,0.42,-2.69,0.4,-0.35,2.73,-2.02,-2.48
2019-08-16,0.31,-0.18,-0.48,-0.7,0.39,0.02,-0.81,-0.34,0.13
2019-08-15,2.53,1.29,-0.18,1.29,1.02,-0.2,1.73,0.34,0.85
2019-08-14,-7.74,0.45,0.18,-0.2,0.64,-0.21,2.54,2.41,-0.12
2019-08-13,-4.4,-0.67,0.5,1.79,0.76,0.59,-3.17,0.69,0.86
2019-12-08,-1.07,-1.12,0.7,3.28,0.65,0.02,1.05,-1.03,4.96
2019-11-08,1.79,1.95,-0.27,-3.47,-0.35,0.42,0.97,1.39,-2.71
2019-10-08,-6.41,-1.13,2.95,-1.85,-1.09,0.43,0.1,0.0,-2.06
2019-09-08,-0.84,1.2,-1.29,-2.41,0.65,1.42,-3.08,0.0,-1.58
2019-08-08,1.48,-0.02,-0.27,-0.87,-0.57,-0.33,1.1,-2.05,-1.54
2019-07-08,4.64,0.39,0.5,-1.77,-0.2,0.07,-0.28,-0.68,0.01
2019-06-08,-2.84,0.82,1.67,-1.49,0.16,5.42,3.32,0.0,-2.08
2019-05-08,8.07,0.25,-1.22,-0.55,-2.06,-0.23,-0.46,-1.67,-1.91
2019-04-08,1.1,0.46,-0.89,-0.54,0.09,-4.9,0.38,1.01,-0.02
2019-03-08,2.81,1.29,0.02,0.21,-1.05,-0.72,3.17,0.34,0.54
2019-02-08,1.35,1.76,-1.68,0.24,1.82,-0.1,-2.09,1.37,-0.04
2019-01-08,2.96,-0.28,0.37,-0.3,-0.28,0.41,-1.9,-1.02,0.18
2019-07-31,5.23,0.68,-0.77,-2.81,1.14,-0.26,0.44,0.68,-2.33
2019-07-30,-0.0,-1.3,-0.94,-0.56,-1.55,0.13,5.18,1.03,-0.15
2019-07-29,-1.51,1.1,-0.63,-2.43,2.56,0.18,2.6,-1.69,-3.24
2019-07-28,2.48,-0.33,0.14,1.46,-1.06,-0.32,1.17,0.0,1.09
2019-07-27,-3.45,-0.51,1.72,1.03,2.16,0.46,1.85,-1.01,0.82
2019-07-26,-1.15,1.17,1.27,0.51,1.45,-0.3,1.18,-0.33,-0.22
2019-07-25,1.44,0.63,-1.36,0.53,-0.16,0.31,1.42,-0.99,2.3
2019-07-24,-0.85,-3.37,0.41,0.03,-0.4,-0.65,1.06,3.42,0.33
2019-07-23,-5.03,-0.16,-3.31,1.79,-3.72,0.76,0.18,0.69,1.55
2019-07-22,-2.82,0.58,-1.22,0.69,0.37,5.15,1.61,1.05,-0.66
2019-07-21,-1.04,0.29,-0.8,-0.19,-2.67,-4.73,-3.48,1.06,0.3
2019-07-20,2.41,0.24,1.32,-1.75,0.37,-0.09,7.09,-2.74,-1.82
2019-07-19,-0.75,-0.19,-0.03,0.28,-0.56,0.13,1.48,-0.68,-1.66
2019-07-18,9.55,-0.87,0.19,0.75,-0.8,0.61,-6.71,0.0,0.22
2019-07-17,3.17,-1.14,0.06,2.55,1.29,5.32,-0.63,0.68,1.06
2019-07-16,-13.1,2.72,-0.2,-3.11,1.25,-4.96,-2.8,-2.67,-0.76
2019-07-15,6.33,-0.47,1.13,0.06,-1.87,1.05,2.08,4.53,-0.15
2019-07-14,-10.25,-1.3,0.34,-1.99,0.46,-0.75,-7.3,2.5,-1.97
2019-07-13,-3.38,0.0,-0.86,-1.03,-3.89,0.89,-2.58,-2.1,-0.92
2019-12-07,3.7,-0.45,1.21,0.64,0.16,0.21,-2.62,0.35,-0.25
2019-11-07,-6.34,-0.62,-1.4,1.28,-1.32,0.08,2.8,-0.7,2.12
2019-10-07,-3.44,-1.77,-0.64,0.96,-0.8,0.8,-0.97,-1.37,0.63
2019-09-07,2.36,-0.74,-0.3,2.02,-0.56,-0.47,1.27,2.11,0.56
2019-08-07,7.33,3.17,-0.47,0.0,-0.66,-0.2,-3.06,-5.0,-0.63
2019-07-07,1.31,1.06,-0.6,0.33,0.1,0.22,2.18,0.0,1.06
2019-06-07,2.71,0.36,0.96,1.03,0.52,-0.14,-2.65,0.0,1.09
2019-05-07,-1.73,0.63,-1.1,2.08,1.36,-0.36,-0.68,-4.15,1.57
2019-04-07,-6.2,0.11,-0.25,0.68,-0.99,0.71,0.57,0.97,-0.66
2019-03-07,9.83,-0.4,-0.26,-0.1,0.39,0.05,3.97,-0.32,-1.73
2019-02-07,2.07,1.1,1.21,2.58,0.29,-0.3,-1.01,1.3,1.86
2019-01-07,-1.87,-1.39,-0.31,-0.2,0.82,0.55,2.31,-0.97,-3.09
2019-06-30,-9.14,-0.91,0.09,0.79,0.01,1.06,-2.46,2.99,-0.55
2019-06-29,-4.05,-1.23,0.32,0.36,1.08,-0.33,-0.14,0.33,-0.43
2019-06-28,9.93,0.13,0.21,0.95,1.41,0.05,2.4,1.01,-0.04
2019-06-27,-13.59,-0.66,1.6,-0.83,1.2,0.77,-6.66,2.41,-1.44
2019-06-26,10.62,0.14,-0.25,-1.59,0.96,-0.72,-1.12,-1.02,-0.03
2019-06-25,6.91,0.51,0.64,2.4,-0.27,-0.02,2.25,0.0,2.15
2019-06-24,1.37,0.22,-0.93,-0.01,1.3,5.55,-5.87,1.03,-0.59
2019-06-23,1.64,-0.76,1.09,0.46,0.3,-5.6,0.53,-0.68,1.42
2019-06-22,5.33,-1.0,-0.34,-2.83,-0.8,0.57,0.0,-0.34,-2.06
2019-06-21,6.96,-0.37,-1.54,-2.94,-0.41,-0.32,0.37,-1.01,-3.29
2019-06-20,2.83,-0.89,-0.65,-0.58,-0.51,0.2,1.01,0.68,-0.14
2019-06-19,1.93,1.53,-0.02,-0.69,-0.05,0.57,-7.07,-0.68,-0.04
2019-06-18,-2.56,1.49,-0.97,-0.35,-0.69,0.34,-0.43,-1.99,-0.55
2019-06-17,3.98,-1.17,-0.44,0.08,-0.02,0.67,-0.79,1.0,-0.82
2019-06-16,1.7,1.66,1.46,-0.19,0.09,-0.16,-1.62,0.0,0.07
2019-06-15,1.81,-0.46,0.5,-1.39,0.15,-0.42,-0.87,-0.66,-0.04
2019-06-14,5.32,-2.2,-0.46,1.55,0.06,-1.32,-1.41,-0.66,0.36
2019-06-13,1.06,0.73,-1.77,-0.75,0.88,-0.27,-0.06,-0.33,-0.0
2019-12-06,3.11,0.27,-1.65,0.62,0.85,0.18,-0.86,-0.33,0.28
2019-11-06,-1.25,-0.9,0.36,-2.01,0.22,-0.46,-2.48,2.01,-0.33
2019-10-06,4.62,1.19,-1.07,-2.46,0.64,-0.07,-1.31,0.34,-0.13
2019-09-06,-3.37,-0.67,-0.88,-0.73,0.09,-0.37,-1.28,0.34,-0.35
2019-08-06,-1.05,0.42,-0.89,0.78,-0.32,1.86,-0.81,-0.34,-0.04
2019-07-06,2.57,0.47,0.49,-0.13,0.35,-0.82,0.39,2.05,0.78
2019-06-06,0.08,0.41,-0.74,-0.13,-0.05,-0.17,0.76,1.04,0.13
2019-05-06,1.22,0.21,0.44,1.09,-0.68,-0.66,0.59,-1.37,0.54
2019-04-06,-5.41,-0.57,-1.47,-1.77,2.28,0.23,-3.96,-0.68,-0.56
2019-03-06,-6.92,0.4,0.48,-1.22,-1.98,0.09,0.07,-1.99,0.03
2019-02-06,2.14,-0.14,0.39,0.36,-1.33,-0.5,0.68,-0.33,0.53
2019-01-06,-0.15,-0.17,0.27,-2.39,-0.2,0.94,-1.58,-0.66,0.04
2019-05-31,3.46,1.93,-0.59,0.39,-0.08,-0.31,-3.02,0.0,0.37
2019-05-30,-4.35,-1.03,0.81,0.27,0.69,-0.1,0.2,2.01,0.19
2019-05-29,-0.79,-1.01,1.03,0.08,-0.08,0.25,0.62,-1.32,-0.22
